Date,BGT North of NE 70th Total,Ped South,Ped North,Bike North,Bike South
12/1/16,51,11,12,16,12
12/1/16,47,17,4,12,14
12/1/16,45,5,8,19,13
12/1/16,61,7,9,28,17
12/1/16,78,13,7,37,21
12/1/16,79,4,6,56,13
12/1/16,55,3,3,40,9
12/1/16,27,3,1,20,3
12/1/16,7,1,0,6,0
12/1/16,2,0,1,1,0
12/1/16,4,2,1,1,0
12/1/16,2,0,0,1,1
12/2/16,1,0,0,1,0
12/2/16,0,0,0,0,0
12/2/16,0,0,0,0,0
12/2/16,1,0,0,0,1
12/2/16,2,0,1,0,1
12/2/16,3,0,0,1,2
12/2/16,22,2,2,7,11
12/2/16,45,5,3,4,33
12/2/16,53,10,8,13,22
12/2/16,36,7,7,7,15
12/2/16,28,9,10,2,7
12/2/16,19,6,6,2,5
12/2/16,27,9,9,2,7
12/2/16,20,5,6,5,4
12/2/16,40,9,9,12,10
12/2/16,32,8,7,10,7
12/2/16,48,10,9,23,6
12/2/16,45,7,6,27,5
12/2/16,34,4,5,23,2
12/2/16,14,1,0,8,5
12/2/16,2,0,1,1,0
12/2/16,3,0,0,3,0
12/2/16,0,0,0,0,0
12/2/16,3,1,2,0,0
12/3/16,1,0,0,1,0
12/3/16,0,0,0,0,0
12/3/16,1,0,0,1,0
12/3/16,0,0,0,0,0
12/3/16,4,0,0,1,3
12/3/16,1,0,0,0,1
12/3/16,6,1,0,2,3
12/3/16,25,6,6,9,4
12/3/16,60,17,19,17,7
12/3/16,85,22,18,31,14
12/3/16,76,15,16,24,21
12/3/16,118,30,25,30,33
12/3/16,121,15,17,37,52
12/3/16,77,16,11,28,22
12/3/16,73,15,12,20,26
12/3/16,72,11,16,21,24
12/3/16,65,16,14,13,22
12/3/16,27,6,7,6,8
12/3/16,15,2,1,4,8
12/3/16,5,0,0,2,3
12/3/16,2,1,0,1,0
12/3/16,3,0,0,3,0
12/3/16,4,0,1,2,1
12/3/16,1,0,0,0,1
12/4/16,3,1,1,1,0
12/4/16,0,0,0,0,0
12/4/16,0,0,0,0,0
12/4/16,0,0,0,0,0
12/4/16,2,0,0,0,2
12/4/16,0,0,0,0,0
12/4/16,2,1,0,0,1
12/4/16,15,2,5,4,4
12/4/16,28,6,7,12,3
12/4/16,53,16,19,11,7
12/4/16,81,18,15,25,23
12/4/16,103,24,21,32,26
12/4/16,138,30,31,48,29
12/4/16,159,28,32,50,49
12/4/16,121,29,19,40,33
12/4/16,114,24,23,30,37
12/4/16,86,31,20,17,18
12/4/16,13,5,0,5,3
12/4/16,9,1,1,2,5
12/4/16,5,1,0,1,3
12/4/16,1,0,0,1,0
12/4/16,2,1,0,1,0
12/4/16,1,1,0,0,0
12/4/16,1,0,0,1,0
12/5/16,0,0,0,0,0
12/5/16,0,0,0,0,0
12/5/16,0,0,0,0,0
12/5/16,1,0,0,0,1
12/5/16,2,0,0,1,1
12/5/16,8,0,1,0,7
12/5/16,15,1,0,0,14
12/5/16,28,4,4,2,18
12/5/16,31,5,1,5,20
12/5/16,26,5,8,5,8
12/5/16,27,6,9,0,12
12/5/16,27,9,11,1,6
12/5/16,16,3,7,3,3
12/5/16,24,12,7,3,2
12/5/16,22,8,7,6,1
12/5/16,31,7,7,13,4
12/5/16,50,14,12,18,6
12/5/16,34,3,4,25,2
12/5/16,23,0,3,15,5
12/5/16,13,1,0,12,0
12/5/16,6,3,1,2,0
12/5/16,2,0,0,2,0
12/5/16,0,0,0,0,0
12/5/16,1,0,0,0,1
12/6/16,1,0,0,0,1
12/6/16,0,0,0,0,0
12/6/16,0,0,0,0,0
12/6/16,0,0,0,0,0
12/6/16,2,0,0,0,2
12/6/16,8,0,1,0,7
12/6/16,11,1,0,1,9
12/6/16,44,5,5,7,27
12/6/16,51,11,6,13,21
12/6/16,45,10,12,8,15
12/6/16,51,10,13,9,19
12/6/16,42,15,6,12,9
12/6/16,29,10,14,2,3
12/6/16,45,14,11,8,12
12/6/16,52,9,12,21,10
12/6/16,44,14,7,13,10
12/6/16,55,9,11,25,10
12/6/16,55,8,5,32,10
12/6/16,34,5,3,20,6
12/6/16,15,1,2,12,0
12/6/16,1,0,0,1,0
12/6/16,7,1,3,3,0
12/6/16,1,1,0,0,0
12/6/16,0,0,0,0,0
12/7/16,1,0,0,1,0
12/7/16,0,0,0,0,0
12/7/16,0,0,0,0,0
12/7/16,0,0,0,0,0
12/7/16,2,0,0,0,2
12/7/16,4,0,0,0,4
12/7/16,23,4,3,5,11
12/7/16,32,6,5,4,17
12/7/16,48,7,6,13,22
12/7/16,43,9,6,6,22
12/7/16,29,6,11,4,8
12/7/16,36,12,10,8,6
12/7/16,34,12,7,8,7
12/7/16,34,12,8,9,5
12/7/16,35,7,9,11,8
12/7/16,44,7,8,17,12
12/7/16,53,4,14,21,14
12/7/16,41,3,2,26,10
12/7/16,29,0,2,23,4
12/7/16,16,0,0,12,4
12/7/16,5,1,0,3,1
12/7/16,4,0,0,2,2
12/7/16,0,0,0,0,0
12/7/16,0,0,0,0,0
12/8/16,0,0,0,0,0
12/8/16,0,0,0,0,0
12/8/16,0,0,0,0,0
12/8/16,0,0,0,0,0
12/8/16,1,0,0,0,1
12/8/16,4,1,1,0,2
12/8/16,17,1,1,3,12
12/8/16,34,6,9,3,16
12/8/16,37,14,3,5,15
12/8/16,42,9,13,8,12
12/8/16,27,7,9,3,8
12/8/16,21,10,8,3,0
12/8/16,27,7,6,6,8
12/8/16,18,4,5,5,4
12/8/16,45,14,8,9,14
12/8/16,36,6,10,9,11
12/8/16,37,7,9,18,3
12/8/16,36,3,3,23,7
12/8/16,27,4,2,21,0
12/8/16,9,0,1,5,3
12/8/16,3,1,0,2,0
12/8/16,5,1,2,2,0
12/8/16,2,1,0,1,0
12/8/16,0,0,0,0,0
12/9/16,1,1,0,0,0
12/9/16,1,0,1,0,0
12/9/16,0,0,0,0,0
12/9/16,0,0,0,0,0
12/9/16,1,0,0,0,1
12/9/16,2,0,0,0,2
12/9/16,3,1,0,2,0
12/9/16,10,1,1,2,6
12/9/16,9,2,3,1,3
12/9/16,21,8,4,2,7
12/9/16,13,4,3,2,4
12/9/16,4,3,1,0,0
12/9/16,11,3,6,0,2
12/9/16,15,8,5,1,1
12/9/16,23,6,9,5,3
12/9/16,16,3,8,3,2
12/9/16,20,6,7,6,1
12/9/16,13,6,1,5,1
12/9/16,7,0,2,5,0
12/9/16,1,0,0,1,0
12/9/16,0,0,0,0,0
12/9/16,0,0,0,0,0
12/9/16,0,0,0,0,0
12/9/16,0,0,0,0,0
12/10/16,0,0,0,0,0
12/10/16,0,0,0,0,0
12/10/16,0,0,0,0,0
12/10/16,0,0,0,0,0
12/10/16,0,0,0,0,0
12/10/16,1,0,0,0,1
12/10/16,1,0,0,1,0
12/10/16,25,11,9,4,1
12/10/16,50,24,12,7,7
12/10/16,62,17,16,17,12
12/10/16,72,20,25,14,13
12/10/16,60,16,12,17,15
12/10/16,49,11,11,13,14
12/10/16,32,9,9,7,7
12/10/16,27,7,8,9,3
12/10/16,36,7,13,9,7
12/10/16,38,16,10,4,8
12/10/16,8,2,1,1,4
12/10/16,2,1,0,1,0
12/10/16,2,0,0,1,1
12/10/16,2,0,1,0,1
12/10/16,4,2,1,0,1
12/10/16,2,0,0,2,0
12/10/16,0,0,0,0,0
12/11/16,0,0,0,0,0
12/11/16,0,0,0,0,0
12/11/16,0,0,0,0,0
12/11/16,0,0,0,0,0
12/11/16,2,0,0,1,1
12/11/16,0,0,0,0,0
12/11/16,3,2,1,0,0
12/11/16,14,6,5,2,1
12/11/16,30,9,14,3,4
12/11/16,55,19,12,18,6
12/11/16,54,16,18,7,13
12/11/16,63,28,16,10,9
12/11/16,71,23,20,13,15
12/11/16,43,10,15,6,12
12/11/16,57,14,19,13,11
12/11/16,43,17,11,5,10
12/11/16,26,10,8,3,5
12/11/16,15,4,4,2,5
12/11/16,10,1,0,8,1
12/11/16,9,2,5,1,1
12/11/16,1,0,0,0,1
12/11/16,0,0,0,0,0
12/11/16,0,0,0,0,0
12/11/16,4,0,1,1,2
12/12/16,4,0,0,0,4
12/12/16,1,1,0,0,0
12/12/16,0,0,0,0,0
12/12/16,1,1,0,0,0
12/12/16,2,0,0,0,2
12/12/16,3,0,0,0,3
12/12/16,17,2,3,2,10
12/12/16,55,6,6,5,38
12/12/16,69,13,9,15,32
12/12/16,34,2,7,6,19
12/12/16,47,13,12,11,11
12/12/16,29,11,8,2,8
12/12/16,25,8,8,4,5
12/12/16,17,4,6,2,5
12/12/16,25,6,8,8,3
12/12/16,33,7,8,12,6
12/12/16,56,13,13,23,7
12/12/16,74,6,8,47,13
12/12/16,42,3,5,28,6
12/12/16,13,1,0,11,1
12/12/16,5,1,1,2,1
12/12/16,1,0,0,0,1
12/12/16,2,1,1,0,0
12/12/16,0,0,0,0,0
12/13/16,0,0,0,0,0
12/13/16,0,0,0,0,0
12/13/16,0,0,0,0,0
12/13/16,0,0,0,0,0
12/13/16,2,0,0,0,2
12/13/16,6,0,0,0,6
12/13/16,21,4,3,3,11
12/13/16,65,8,11,8,38
12/13/16,63,12,10,7,34
12/13/16,53,16,9,8,20
12/13/16,27,6,9,2,10
12/13/16,30,7,10,7,6
12/13/16,40,10,6,12,12
12/13/16,33,6,4,13,10
12/13/16,37,6,7,11,13
12/13/16,51,12,10,16,13
12/13/16,59,9,14,28,8
12/13/16,53,4,2,35,12
12/13/16,38,0,1,28,9
12/13/16,18,3,2,12,1
12/13/16,8,2,2,4,0
12/13/16,2,0,0,2,0
12/13/16,2,0,0,1,1
12/13/16,1,0,0,1,0
12/14/16,2,0,0,1,1
12/14/16,0,0,0,0,0
12/14/16,1,0,0,1,0
12/14/16,0,0,0,0,0
12/14/16,3,0,0,0,3
12/14/16,8,0,1,0,7
12/14/16,21,4,1,4,12
12/14/16,47,4,7,8,28
12/14/16,55,12,5,9,29
12/14/16,47,13,12,11,11
12/14/16,42,16,13,7,6
12/14/16,35,5,9,12,9
12/14/16,34,12,3,13,6
12/14/16,21,7,6,6,2
12/14/16,42,10,9,11,12
12/14/16,33,5,5,10,13
12/14/16,42,6,5,20,11
12/14/16,51,1,3,35,12
12/14/16,30,0,5,21,4
12/14/16,17,4,1,9,3
12/14/16,0,0,0,0,0
12/14/16,8,1,2,5,0
12/14/16,8,1,3,2,2
12/14/16,0,0,0,0,0
12/15/16,1,0,0,1,0
12/15/16,0,0,0,0,0
12/15/16,0,0,0,0,0
12/15/16,2,1,0,0,1
12/15/16,0,0,0,0,0
12/15/16,6,1,1,1,3
12/15/16,15,2,3,3,7
12/15/16,44,7,6,6,25
12/15/16,52,16,12,8,16
12/15/16,60,20,14,8,18
12/15/16,21,9,2,2,8
12/15/16,31,6,11,8,6
12/15/16,30,11,6,5,8
12/15/16,41,10,12,7,12
12/15/16,36,8,9,10,9
12/15/16,35,6,12,12,5
12/15/16,46,8,4,22,12
12/15/16,55,6,12,28,9
12/15/16,28,4,3,18,3
12/15/16,10,1,1,7,1
12/15/16,3,0,1,1,1
12/15/16,4,2,1,1,0
12/15/16,2,0,0,2,0
12/15/16,0,0,0,0,0
12/16/16,3,0,0,3,0
12/16/16,0,0,0,0,0
12/16/16,0,0,0,0,0
12/16/16,0,0,0,0,0
12/16/16,3,0,1,2,0
12/16/16,5,0,0,0,5
12/16/16,13,0,2,5,6
12/16/16,30,2,5,4,19
12/16/16,54,8,10,13,23
12/16/16,40,15,12,2,11
12/16/16,32,7,5,7,13
12/16/16,22,8,7,2,5
12/16/16,40,14,11,7,8
12/16/16,46,6,13,15,12
12/16/16,41,8,12,12,9
12/16/16,38,9,7,9,13
12/16/16,53,8,12,23,10
12/16/16,36,9,6,19,2
12/16/16,21,1,1,18,1
12/16/16,5,0,2,2,1
12/16/16,4,1,0,3,0
12/16/16,1,1,0,0,0
12/16/16,6,1,1,3,1
12/16/16,13,12,1,0,0
12/17/16,0,0,0,0,0
12/17/16,0,0,0,0,0
12/17/16,0,0,0,0,0
12/17/16,1,0,0,0,1
12/17/16,1,0,0,1,0
12/17/16,0,0,0,0,0
12/17/16,5,1,3,1,0
12/17/16,4,1,2,0,1
12/17/16,39,11,17,7,4
12/17/16,58,21,21,10,6
12/17/16,83,19,27,24,13
12/17/16,57,20,16,10,11
12/17/16,46,13,6,12,15
12/17/16,38,7,7,10,14
12/17/16,50,12,13,7,18
12/17/16,30,4,10,8,8
12/17/16,29,9,9,6,5
12/17/16,6,2,1,2,1
12/17/16,1,0,0,0,1
12/17/16,4,1,1,2,0
12/17/16,0,0,0,0,0
12/17/16,1,0,0,0,1
12/17/16,0,0,0,0,0
12/17/16,0,0,0,0,0
12/18/16,1,1,0,0,0
12/18/16,2,1,1,0,0
12/18/16,0,0,0,0,0
12/18/16,0,0,0,0,0
12/18/16,1,0,0,0,1
12/18/16,0,0,0,0,0
12/18/16,4,0,4,0,0
12/18/16,15,5,6,3,1
12/18/16,49,25,16,4,4
12/18/16,50,13,21,8,8
12/18/16,42,14,15,6,7
12/18/16,67,20,18,20,9
12/18/16,65,11,14,18,22
12/18/16,70,16,21,21,12
12/18/16,65,19,15,12,19
12/18/16,48,7,7,11,23
12/18/16,30,11,11,6,2
12/18/16,14,4,3,2,5
12/18/16,5,0,1,4,0
12/18/16,3,2,0,0,1
12/18/16,6,0,0,1,5
12/18/16,2,0,0,1,1
12/18/16,1,0,0,1,0
12/18/16,1,1,0,0,0
12/19/16,1,0,0,1,0
12/19/16,0,0,0,0,0
12/19/16,0,0,0,0,0
12/19/16,1,0,0,0,1
12/19/16,4,0,0,1,3
12/19/16,5,0,1,0,4
12/19/16,18,3,1,4,10
12/19/16,27,5,1,2,19
12/19/16,37,8,5,8,16
12/19/16,35,6,11,5,13
12/19/16,40,13,9,5,13
12/19/16,32,4,3,12,13
12/19/16,24,5,6,7,6
12/19/16,28,7,9,4,8
12/19/16,35,10,7,9,9
12/19/16,29,5,7,9,8
12/19/16,48,11,11,19,7
12/19/16,59,10,9,31,9
12/19/16,20,1,2,13,4
12/19/16,13,2,1,9,1
12/19/16,4,1,1,1,1
12/19/16,2,1,0,1,0
12/19/16,1,0,0,1,0
12/19/16,4,1,3,0,0
12/20/16,4,2,0,1,1
12/20/16,0,0,0,0,0
12/20/16,0,0,0,0,0
12/20/16,0,0,0,0,0
12/20/16,2,0,0,0,2
12/20/16,6,0,0,1,5
12/20/16,16,1,0,4,11
12/20/16,50,7,7,8,28
12/20/16,56,11,10,12,23
12/20/16,59,18,16,7,18
12/20/16,47,14,14,8,11
12/20/16,37,10,16,7,4
12/20/16,43,9,10,15,9
12/20/16,50,11,10,16,13
12/20/16,56,9,8,20,19
12/20/16,66,7,17,24,18
12/20/16,72,11,13,29,19
12/20/16,63,8,5,34,16
12/20/16,42,4,4,25,9
12/20/16,17,3,2,8,4
12/20/16,2,0,0,0,2
12/20/16,2,0,0,2,0
12/20/16,2,0,0,1,1
12/20/16,0,0,0,0,0
12/21/16,0,0,0,0,0
12/21/16,0,0,0,0,0
12/21/16,1,0,0,1,0
12/21/16,0,0,0,0,0
12/21/16,4,0,0,1,3
12/21/16,7,0,0,0,7
12/21/16,21,0,1,8,12
12/21/16,41,4,5,8,24
12/21/16,52,9,8,9,26
12/21/16,60,12,16,10,22
12/21/16,66,12,14,19,21
12/21/16,53,12,13,12,16
12/21/16,48,14,8,14,12
12/21/16,65,6,10,24,25
12/21/16,48,12,6,18,12
12/21/16,90,14,11,38,27
12/21/16,92,12,12,44,24
12/21/16,48,1,0,32,15
12/21/16,28,0,2,19,7
12/21/16,12,3,3,6,0
12/21/16,7,1,0,4,2
12/21/16,4,0,0,3,1
12/21/16,4,2,0,2,0
12/21/16,0,0,0,0,0
12/22/16,4,0,0,0,4
12/22/16,0,0,0,0,0
12/22/16,1,0,1,0,0
12/22/16,1,0,0,0,1
12/22/16,1,1,0,0,0
12/22/16,4,0,0,0,4
12/22/16,13,0,0,4,9
12/22/16,31,5,3,8,15
12/22/16,51,11,9,10,21
12/22/16,56,16,14,11,15
12/22/16,39,10,7,7,15
12/22/16,26,8,6,5,7
12/22/16,21,5,6,1,9
12/22/16,28,7,8,5,8
12/22/16,54,17,14,13,10
12/22/16,42,5,12,16,9
12/22/16,57,12,9,24,12
12/22/16,33,3,3,18,9
12/22/16,11,1,0,9,1
12/22/16,5,0,0,3,2
12/22/16,1,0,0,1,0
12/22/16,1,0,0,1,0
12/22/16,3,1,1,1,0
12/22/16,0,0,0,0,0
12/23/16,1,0,0,1,0
12/23/16,0,0,0,0,0
12/23/16,0,0,0,0,0
12/23/16,0,0,0,0,0
12/23/16,2,0,0,0,2
12/23/16,5,2,0,0,3
12/23/16,16,0,3,4,9
12/23/16,14,2,1,0,11
12/23/16,22,5,4,5,8
12/23/16,23,2,6,6,9
12/23/16,11,3,1,2,5
12/23/16,12,4,4,2,2
12/23/16,18,9,7,0,2
12/23/16,22,3,12,6,1
12/23/16,22,5,9,6,2
12/23/16,24,10,8,5,1
12/23/16,31,8,7,9,7
12/23/16,16,3,3,8,2
12/23/16,9,0,0,8,1
12/23/16,2,1,1,0,0
12/23/16,4,0,1,2,1
12/23/16,2,1,0,0,1
12/23/16,1,0,0,0,1
12/23/16,0,0,0,0,0
12/24/16,1,0,0,1,0
12/24/16,1,0,0,1,0
12/24/16,1,0,0,1,0
12/24/16,0,0,0,0,0
12/24/16,3,0,0,3,0
12/24/16,2,1,1,0,0
12/24/16,7,2,3,2,0
12/24/16,13,1,3,7,2
12/24/16,39,10,13,11,5
12/24/16,57,16,20,13,8
12/24/16,91,26,16,32,17
12/24/16,92,20,19,29,24
12/24/16,82,15,20,23,24
12/24/16,76,20,23,15,18
12/24/16,43,7,13,6,17
12/24/16,53,20,17,8,8
12/24/16,26,13,8,2,3
12/24/16,11,6,3,2,0
12/24/16,3,1,0,1,1
12/24/16,0,0,0,0,0
12/24/16,0,0,0,0,0
12/24/16,0,0,0,0,0
12/24/16,0,0,0,0,0
12/24/16,2,1,0,0,1
12/25/16,3,1,2,0,0
12/25/16,0,0,0,0,0
12/25/16,0,0,0,0,0
12/25/16,1,0,0,0,1
12/25/16,1,0,0,1,0
12/25/16,0,0,0,0,0
12/25/16,1,0,0,1,0
12/25/16,10,1,6,0,3
12/25/16,19,6,9,2,2
12/25/16,20,9,7,3,1
12/25/16,25,7,11,7,0
12/25/16,47,11,13,15,8
12/25/16,54,16,20,8,10
12/25/16,61,18,12,17,14
12/25/16,87,20,21,27,19
12/25/16,52,14,14,13,11
12/25/16,51,15,16,8,12
12/25/16,4,1,1,1,1
12/25/16,0,0,0,0,0
12/25/16,2,1,1,0,0
12/25/16,3,1,2,0,0
12/25/16,0,0,0,0,0
12/25/16,0,0,0,0,0
12/25/16,1,1,0,0,0
12/26/16,0,0,0,0,0
12/26/16,0,0,0,0,0
12/26/16,1,0,0,0,1
12/26/16,0,0,0,0,0
12/26/16,1,0,0,0,1
12/26/16,2,0,1,0,1
12/26/16,5,1,2,0,2
12/26/16,8,2,3,0,3
12/26/16,30,8,11,6,5
12/26/16,46,13,11,16,6
12/26/16,62,14,19,15,14
12/26/16,64,16,12,14,22
12/26/16,75,13,12,28,22
12/26/16,66,17,13,25,11
12/26/16,63,13,14,16,20
12/26/16,58,18,18,10,12
12/26/16,18,7,3,3,5
12/26/16,5,0,0,4,1
12/26/16,4,0,1,2,1
12/26/16,2,0,0,2,0
12/26/16,0,0,0,0,0
12/26/16,0,0,0,0,0
12/26/16,0,0,0,0,0
12/26/16,0,0,0,0,0
12/27/16,0,0,0,0,0
12/27/16,0,0,0,0,0
12/27/16,0,0,0,0,0
12/27/16,1,0,0,0,1
12/27/16,4,1,0,1,2
12/27/16,5,0,0,1,4
12/27/16,17,2,0,4,11
12/27/16,36,5,10,5,16
12/27/16,42,10,5,8,19
12/27/16,37,10,14,4,9
12/27/16,43,17,12,5,9
12/27/16,55,13,18,10,14
12/27/16,46,11,14,8,13
12/27/16,57,12,16,14,15
12/27/16,53,14,13,14,12
12/27/16,63,13,9,24,17
12/27/16,33,7,10,13,3
12/27/16,39,7,2,26,4
12/27/16,18,1,1,14,2
12/27/16,10,1,0,7,2
12/27/16,4,0,1,3,0
12/27/16,3,2,0,1,0
12/27/16,1,0,0,0,1
12/27/16,0,0,0,0,0
12/28/16,0,0,0,0,0
12/28/16,0,0,0,0,0
12/28/16,1,0,0,1,0
12/28/16,0,0,0,0,0
12/28/16,6,1,0,0,5
12/28/16,10,0,1,3,6
12/28/16,22,1,1,4,16
12/28/16,36,4,6,9,17
12/28/16,50,10,10,6,24
12/28/16,47,11,15,9,12
12/28/16,68,15,13,18,22
12/28/16,61,13,10,26,12
12/28/16,71,10,13,26,22
12/28/16,78,16,15,26,21
12/28/16,92,18,9,34,31
12/28/16,52,4,5,22,21
12/28/16,75,9,15,34,17
12/28/16,62,7,7,29,19
12/28/16,17,0,0,11,6
12/28/16,6,1,1,4,0
12/28/16,1,0,0,1,0
12/28/16,5,0,0,3,2
12/28/16,4,0,1,1,2
12/28/16,5,3,2,0,0
12/29/16,1,0,0,1,0
12/29/16,1,0,0,1,0
12/29/16,0,0,0,0,0
12/29/16,2,0,0,1,1
12/29/16,4,0,0,0,4
12/29/16,7,0,0,1,6
12/29/16,24,5,5,4,10
12/29/16,25,4,4,4,13
12/29/16,47,10,14,5,18
12/29/16,42,9,9,11,13
12/29/16,71,19,25,13,14
12/29/16,43,9,11,10,13
12/29/16,38,10,4,14,10
12/29/16,23,6,4,3,10
12/29/16,33,9,4,13,7
12/29/16,36,9,8,13,6
12/29/16,39,7,5,19,8
12/29/16,27,3,3,17,4
12/29/16,19,1,0,17,1
12/29/16,8,0,0,7,1
12/29/16,1,0,0,0,1
12/29/16,9,6,1,2,0
12/29/16,1,0,1,0,0
12/29/16,2,1,0,1,0
12/30/16,0,0,0,0,0
12/30/16,0,0,0,0,0
12/30/16,0,0,0,0,0
12/30/16,0,0,0,0,0
12/30/16,1,0,0,1,0
12/30/16,2,0,0,1,1
12/30/16,16,1,2,5,8
12/30/16,20,3,3,4,10
12/30/16,52,14,6,13,19
12/30/16,48,14,16,10,8
12/30/16,78,24,16,18,20
12/30/16,65,17,15,24,9
12/30/16,85,21,19,15,30
12/30/16,88,17,8,27,36
12/30/16,90,10,14,36,30
12/30/16,96,18,20,29,29
12/30/16,72,11,11,29,21
12/30/16,27,7,5,10,5
12/30/16,17,1,0,15,1
12/30/16,4,0,0,3,1
12/30/16,4,0,1,3,0
12/30/16,2,0,0,2,0
12/30/16,1,0,0,1,0
12/30/16,0,0,0,0,0
12/31/16,2,1,1,0,0
12/31/16,0,0,0,0,0
12/31/16,0,0,0,0,0
12/31/16,0,0,0,0,0
12/31/16,1,0,0,0,1
12/31/16,5,2,2,1,0
12/31/16,5,1,3,0,1
12/31/16,11,4,4,2,1
12/31/16,42,8,13,14,7
12/31/16,92,25,37,15,15
12/31/16,78,30,20,5,23
12/31/16,81,21,27,20,13
12/31/16,76,19,18,19,20
12/31/16,39,11,5,12,11
12/31/16,64,14,19,8,23
12/31/16,42,9,8,13,12
12/31/16,28,10,8,3,7
12/31/16,9,2,2,3,2
12/31/16,6,2,1,2,1
12/31/16,2,0,0,2,0
12/31/16,5,4,0,1,0
12/31/16,8,0,8,0,0
12/31/16,1,0,0,0,1
12/31/16,1,1,0,0,0
1/1/17,0,0,0,0,0
1/1/17,1,0,0,1,0
1/1/17,1,1,0,0,0
1/1/17,0,0,0,0,0
1/1/17,1,0,0,0,1
1/1/17,0,0,0,0,0
1/1/17,0,0,0,0,0
1/1/17,3,1,2,0,0
1/1/17,9,5,2,2,0
1/1/17,19,6,9,2,2
1/1/17,41,12,15,9,5
1/1/17,71,24,28,14,5
1/1/17,75,21,21,17,16
1/1/17,61,12,14,17,18
1/1/17,65,19,18,13,15
1/1/17,79,19,17,18,25
1/1/17,54,20,16,7,11
1/1/17,12,4,3,1,4
1/1/17,7,2,2,3,0
1/1/17,0,0,0,0,0
1/1/17,2,0,1,0,1
1/1/17,3,2,1,0,0
1/1/17,1,0,0,0,1
1/1/17,0,0,0,0,0
1/2/17,0,0,0,0,0
1/2/17,0,0,0,0,0
1/2/17,0,0,0,0,0
1/2/17,0,0,0,0,0
1/2/17,1,0,0,0,1
1/2/17,0,0,0,0,0
1/2/17,0,0,0,0,0
1/2/17,10,4,1,2,3
1/2/17,29,6,11,5,7
1/2/17,34,14,14,2,4
1/2/17,69,23,26,15,5
1/2/17,73,18,20,17,18
1/2/17,65,9,15,20,21
1/2/17,88,23,13,30,22
1/2/17,130,27,32,34,37
1/2/17,87,23,22,25,17
1/2/17,59,11,11,13,24
1/2/17,14,6,2,2,4
1/2/17,7,2,0,3,2
1/2/17,4,0,1,1,2
1/2/17,5,1,0,3,1
1/2/17,2,0,0,2,0
1/2/17,0,0,0,0,0
1/2/17,0,0,0,0,0
1/3/17,3,2,0,1,0
1/3/17,0,0,0,0,0
1/3/17,0,0,0,0,0
1/3/17,1,0,0,0,1
1/3/17,2,0,0,0,2
1/3/17,11,1,1,1,8
1/3/17,15,2,2,2,9
1/3/17,37,3,6,6,22
1/3/17,48,11,7,6,24
1/3/17,43,11,12,6,14
1/3/17,25,5,8,4,8
1/3/17,31,8,12,5,6
1/3/17,36,12,7,7,10
1/3/17,25,6,7,5,7
1/3/17,41,13,10,11,7
1/3/17,33,6,10,10,7
1/3/17,53,13,13,17,10
1/3/17,44,4,5,27,8
1/3/17,34,2,2,26,4
1/3/17,12,2,2,7,1
1/3/17,5,1,2,2,0
1/3/17,3,0,0,2,1
1/3/17,1,0,0,1,0
1/3/17,0,0,0,0,0
1/4/17,0,0,0,0,0
1/4/17,0,0,0,0,0
1/4/17,1,0,0,1,0
1/4/17,0,0,0,0,0
1/4/17,5,0,1,0,4
1/4/17,9,1,0,0,8
1/4/17,20,4,5,6,5
1/4/17,33,3,6,6,18
1/4/17,60,9,10,7,34
1/4/17,45,15,10,9,11
1/4/17,37,9,10,8,10
1/4/17,41,10,12,8,11
1/4/17,40,15,9,7,9
1/4/17,30,8,11,5,6
1/4/17,49,11,15,9,14
1/4/17,44,8,10,19,7
1/4/17,62,14,11,21,16
1/4/17,52,8,4,31,9
1/4/17,25,0,3,19,3
1/4/17,16,2,2,7,5
1/4/17,6,0,1,4,1
1/4/17,7,2,0,2,3
1/4/17,2,1,1,0,0
1/4/17,0,0,0,0,0
1/5/17,0,0,0,0,0
1/5/17,0,0,0,0,0
1/5/17,0,0,0,0,0
1/5/17,1,0,0,0,1
1/5/17,2,0,0,2,0
1/5/17,5,0,1,0,4
1/5/17,16,2,1,5,8
1/5/17,46,6,9,10,21
1/5/17,50,18,5,5,22
1/5/17,54,10,16,14,14
1/5/17,29,10,8,6,5
1/5/17,35,13,11,3,8
1/5/17,36,19,8,3,6
1/5/17,32,9,5,8,10
1/5/17,35,3,8,15,9
1/5/17,52,14,16,11,11
1/5/17,73,19,20,17,17
1/5/17,55,4,8,32,11
1/5/17,24,3,3,16,2
1/5/17,21,0,0,17,4
1/5/17,6,0,1,3,2
1/5/17,6,0,0,4,2
1/5/17,1,0,0,1,0
1/5/17,0,0,0,0,0
1/6/17,7,3,4,0,0
1/6/17,0,0,0,0,0
1/6/17,0,0,0,0,0
1/6/17,1,1,0,0,0
1/6/17,0,0,0,0,0
1/6/17,5,0,0,0,5
1/6/17,15,1,0,2,12
1/6/17,23,3,5,5,10
1/6/17,50,9,6,13,22
1/6/17,40,10,9,7,14
1/6/17,30,7,10,3,10
1/6/17,24,11,6,4,3
1/6/17,43,10,10,15,8
1/6/17,36,11,8,8,9
1/6/17,37,10,9,11,7
1/6/17,54,13,10,18,13
1/6/17,57,15,12,18,12
1/6/17,51,7,4,33,7
1/6/17,20,0,2,15,3
1/6/17,3,0,1,2,0
